weight_kg,price
2.6,69.9
0.75,39.9
0.15,21.99
7.65,179.0
0.2,38.0
0.55,40.0
0.2,82.0
7.6,49.9
0.2,54.99
5.75,99.0
12.16,149.94
0.2,10.0
2.6,75.0
1.18,85.9
0.2,29.3
0.2,34.49
0.3,35.0
0.18,12.88
0.15,19.9
1.3,109.9
1.15,21.99
1.1,38.5
0.15,14.9
0.45,292.9
1.05,99.9
0.35,107.0
2.6,75.9
0.6,49.9
1.4,99.0
0.8,46.99
1.5,129.99
0.92,149.84
1.2,21.9
2.75,159.0
0.8,294.9
0.15,39.9
1.0,39.0
1.03,65.0
0.6,28.9
1.95,54.9
3.22,22.99
1.3,198.0
0.17,18.99
16.17,194.99
1.15,25.0
1.87,29.5
0.85,56.99
0.1,24.99
1.45,59.99
9.7,103.99
0.1,19.99
0.15,14.9
2.8,120.0
3.68,159.9
0.3,25.0
3.75,129.0
5.42,139.0
0.2,19.99
1.85,76.99
1.2,99.99
1.0,369.9
6.4,160.55
0.65,55.9
0.78,57.0
1.4,84.9
0.8,29.99
0.32,49.9
0.31,104.9
0.6,29.9
0.52,149.87
0.2,199.0
0.1,19.5
0.1,49.9
0.8,109.78
14.72,95.9
0.4,41.9
0.36,89.5
0.58,38.25
3.1,85.0
0.25,79.99
0.53,149.9
1.95,99.99
0.38,56.99
1.45,82.0
0.34,219.9
3.15,169.99
1.55,1199.0
0.35,16.5
0.2,17.99
0.8,34.9
0.1,20.9
0.25,32.9
5.45,219.9
0.2,49.8
0.18,77.9
0.47,144.0
0.23,99.9
1.11,47.65
1.45,150.0
6.3,249.99
0.2,179.9
0.7,95.9
0.28,24.99
0.35,89.8
0.41,16.9
0.3,125.0
9.4,109.9
1.4,39.9
1.3,99.0
0.4,52.8
3.88,43.9
0.3,39.9
1.6,118.99
1.45,82.99
2.0,82.9
4.38,629.0
1.38,86.9
0.2,29.9
0.1,19.99
0.4,79.9
1.38,52.39
0.55,38.0
0.2,49.8
0.65,83.36
0.9,39.9
0.6,21.99
0.7,39.99
4.34,145.0
0.35,22.9
1.1,50.0
0.08,29.89
0.1,59.9
0.45,115.0
26.0,389.99
2.0,22.9
0.2,69.9
0.31,146.0
0.5,59.9
0.16,33.85
1.05,144.99
2.3,60.08
0.1,39.9
12.78,131.0
0.11,49.49
0.8,14.99
4.55,58.9
2.0,59.9
11.45,387.0
0.5,69.99
0.75,64.9
2.0,52.11
1.3,49.9
0.35,369.9
2.15,144.9
0.3,59.0
0.72,46.9
1.5,49.0
0.3,17.9
0.44,127.48
3.25,189.45
0.55,259.77
0.53,69.0
0.2,29.0
1.05,75.9
1.8,59.9
0.6,53.2
1.2,99.99
0.8,129.5
1.2,99.99
12.9,209.0
0.31,94.99
1.2,39.0
0.8,55.0
0.4,49.99
0.08,20.9
1.7,99.99
0.15,21.99
3.9,898.9
0.3,39.9
0.27,121.99
0.21,81.99
0.4,7.8
0.45,139.9
0.05,6.5
0.8,19.69
1.1,44.9
0.8,96.0
0.43,109.9
1.65,79.9
0.08,18.99
5.2,79.0
1.0,67.9
0.72,829.99
0.1,159.99
0.16,128.0
0.68,71.0
0.18,24.9
20.1,299.0
1.08,339.99
0.2,25.9
0.97,209.99
1.02,199.0
8.15,112.8
0.42,500.0
0.92,188.9
0.51,69.9
5.8,479.0
0.87,184.79
0.4,56.99
0.5,799.0
0.2,19.9
7.0,59.9
0.16,61.9
2.6,52.99
0.07,29.0
0.92,137.9
0.25,44.95
1.65,66.9
1.3,77.5
0.82,6.5
0.45,69.99
4.34,144.0
0.25,55.0
0.4,129.0
0.35,24.99
0.2,79.9
0.25,29.99
0.6,629.99
1.6,34.6
0.1,29.99
1.68,68.0
0.15,18.9
0.2,109.0
3.8,159.9
0.28,27.0
9.0,99.0
3.0,159.49
2.95,179.9
2.6,116.6
1.31,169.9
0.4,99.7
0.63,112.99
15.7,292.9
1.0,39.0
0.7,170.0
17.0,199.99
8.3,129.97
1.7,42.0
9.95,129.0
0.26,369.9
0.26,26.99
3.3,108.99
0.08,19.74
1.5,50.0
1.55,49.9
0.15,95.0
3.9,59.0
0.1,49.9
0.7,59.9
0.3,14.49
1.04,69.9
0.4,44.9
0.25,49.0
0.35,69.0
0.3,161.55
0.25,91.55
0.2,29.0
3.45,189.99
20.0,123.0
1.7,44.99
0.25,29.98
1.65,185.85
0.5,430.0
4.25,119.8
0.75,34.9
0.35,38.9
8.22,139.94
0.1,16.99
0.1,19.9
0.65,23.9
0.43,59.9
0.25,85.0
2.6,29.9
1.15,95.99
0.75,40.0
0.93,31.0
0.2,13.99
0.4,75.0
0.7,76.09
0.7,99.0
10.07,126.99
0.85,38.4
1.35,56.0
1.4,81.2
14.25,1389.99
0.27,36.9
1.9,65.0
7.8,99.0
8.27,139.94
18.5,84.9
1.4,109.9
0.5,129.99
2.65,105.0
0.25,59.9
9.15,137.99
0.25,79.99
0.8,47.9
1.03,35.9
0.1,26.99
0.9,99.99
0.38,92.5
0.55,34.9
1.05,119.85
5.9,29.9
0.95,74.9
1.5,139.99
0.6,34.99
7.62,269.9
1.5,49.9
0.25,61.34
0.45,64.9
0.2,27.99
0.6,172.33
1.8,74.0
14.95,55.0
0.62,188.1
0.28,17.0
0.2,34.99
0.28,18.95
7.6,700.0
0.7,29.99
1.4,149.87
0.12,19.94
1.2,22.81
1.0,87.0
1.05,54.9
1.35,121.9
0.25,15.0
1.75,49.0
1.7,50.9
15.3,385.0
0.3,23.1
0.18,76.25
0.1,41.95
0.55,49.9
12.5,80.0
0.35,149.0
0.6,175.99
6.45,179.0
0.15,56.99
0.1,5.99
0.7,122.99
0.9,99.0
0.34,199.0
0.2,9.9
0.87,175.5
0.35,66.99
0.15,68.9
0.75,39.99
0.5,64.99
1.95,95.9
9.3,135.0
0.15,49.9
0.4,285.15
0.4,24.95
0.15,19.9
13.72,329.9
0.1,59.9
2.75,87.0
0.25,21.9
0.4,129.0
1.7,40.0
1.8,49.9
0.5,44.0
0.88,110.9
0.7,21.8
0.55,49.99
0.4,119.0
0.75,370.0
0.65,53.9
7.05,69.9
0.15,110.32
0.21,81.99
0.55,38.9
0.17,69.9
1.0,40.0
0.8,78.99
1.1,41.7
2.85,119.9
8.5,104.9
0.8,31.9
1.37,85.5
1.4,38.4
2.0,99.9
1.25,105.0
0.25,29.99
1.5,108.82
0.46,28.0
7.05,310.0
0.15,15.0
1.47,227.99
0.7,170.0
0.6,29.0
0.55,59.0
2.55,75.0
0.4,134.0
0.4,194.5
1.8,74.9
0.15,87.9
9.4,159.9
0.35,56.99
1.0,53.9
0.25,29.0
0.6,48.9
0.6,36.9
0.2,18.9
1.82,99.9
1.6,55.9
1.9,199.0
0.55,30.0
9.75,103.99
0.2,14.49
0.5,149.99
0.6,34.99
0.42,190.83
1.94,39.9
0.2,19.9
0.6,44.9
0.53,149.9
1.7,54.9
8.5,109.0
1.87,35.0
0.55,25.0
0.28,99.0
0.28,36.9
1.07,149.91
1.03,134.0
0.25,58.9
0.55,24.88
0.18,12.25
0.3,332.0
1.55,59.0
4.68,1399.0
0.25,23.7
0.8,38.99
2.9,159.9
0.49,19.9
0.56,119.4
0.7,54.75
3.22,22.99
2.55,75.0
1.3,179.9
0.35,73.5
1.15,99.9
0.3,27.99
1.95,199.0
0.15,39.99
0.35,52.64
0.45,34.9
1.38,89.9
0.25,99.9
7.15,69.99
0.55,49.0
1.88,17.0
0.7,287.7
10.15,299.99
0.6,51.0
0.35,74.9
0.3,29.9
1.6,258.99
0.15,18.0
0.62,188.1
1.05,99.9
7.2,133.2
5.15,22.5
2.9,629.9
0.83,24.99
7.15,50.0
0.6,309.0
0.15,37.99
0.95,69.9
0.55,65.0
1.75,49.9
0.15,49.9
3.0,188.9
0.25,15.55
0.25,24.99
0.2,175.0
1.95,279.99
3.55,262.0
1.8,99.9
0.35,249.99
1.35,169.0
5.65,149.9
0.3,35.9
1.55,89.0
2.6,159.0
0.55,29.99
0.5,98.49
1.3,74.99
0.3,86.25
0.85,229.9
3.25,67.9
1.6,130.0
1.2,109.9
0.4,163.99
0.45,99.0
0.85,49.9
14.65,169.9
0.3,149.0
1.8,49.9
0.38,45.9
1.87,65.0
0.95,50.0
3.5,99.9
18.05,720.0
0.3,16.9
0.15,68.9
1.0,119.0
1.35,99.9
1.4,48.0
1.1,215.56
0.17,18.99
1.5,114.9
11.35,1240.0
3.6,259.9
12.85,422.0
1.48,98.9
1.1,28.99
0.7,59.9
20.9,169.99
0.59,89.9
0.45,39.9
0.57,419.0
1.15,379.9
0.52,149.0
2.02,199.9
0.9,99.99
4.34,179.9
0.35,79.99
0.5,34.9
8.5,89.9
7.46,78.98
2.9,205.0
0.2,89.0
12.25,119.9
0.2,26.0
0.2,49.99
28.3,1688.0
1.4,135.9
0.15,120.0
1.4,77.99
1.1,64.8
1.0,108.0
0.2,21.6
1.2,149.9
0.12,54.9
2.4,129.99
0.15,27.9
0.1,24.9
0.65,22.25
3.6,130.0
8.55,47.99
1.0,105.0
0.3,20.0
1.25,189.99
0.5,23.0
0.34,219.9
0.2,27.99
0.55,19.9
7.55,129.0
0.1,34.99
1.3,109.0
1.4,56.99
1.8,62.0
0.5,38.97
0.5,339.0
0.4,49.9
0.8,59.99
9.8,124.9
4.15,299.99
0.48,219.0
0.35,145.0
0.15,13.99
0.9,48.9
0.2,88.9
10.75,288.75
2.5,79.99
0.1,24.99
1.5,989.1
0.2,39.9
0.4,69.0
0.5,28.0
0.3,199.99
0.27,175.99
7.0,129.8
0.7,43.0
0.4,18.95
0.3,16.99
0.4,122.99
0.42,275.0
2.7,86.0
0.1,39.49
0.3,3.98
0.55,69.9
0.35,59.99
0.45,385.0
9.95,219.9
0.43,119.9
0.38,95.0
3.35,42.9
0.3,9.9
1.6,89.9
5.95,143.8
0.1,54.9
0.3,79.99
0.15,24.5
1.05,29.9
9.05,110.0
0.35,129.9
0.15,24.99
1.6,129.99
1.35,135.9
1.2,46.99
0.2,14.99
0.95,60.0
1.15,186.0
1.1,48.0
0.6,59.9
0.2,49.0
0.3,39.9
0.25,5.9
0.55,35.0
1.83,849.0
0.5,41.9
0.8,75.0
22.35,259.9
0.8,165.0
0.8,45.0
1.45,115.9
0.2,31.9
0.25,55.0
0.55,37.9
21.35,525.99
0.5,799.0
0.15,35.98
1.98,109.9
0.3,49.9
0.1,15.0
8.55,259.0
0.45,55.0
1.2,97.99
0.3,22.9
0.2,39.0
0.56,119.9
5.7,215.0
0.25,89.99
0.25,88.0
0.4,74.75
0.3,24.99
0.25,29.9
0.7,139.99
0.15,24.99
0.2,49.9
0.3,19.99
1.4,97.5
0.8,34.9
0.5,13.99
0.1,19.9
0.9,52.58
3.32,42.9
0.4,62.99
0.75,81.56
1.81,209.0
0.3,59.0
0.7,53.0
0.15,70.0
0.36,29.9
0.2,29.9
7.55,629.0
0.5,128.0
0.2,41.99
0.16,12.0
0.1,31.99
2.8,105.0
0.7,69.0
1.3,139.0
4.47,99.99
0.05,39.99
1.35,44.35
17.55,915.0
1.25,42.69
3.6,195.99
0.25,16.99
0.5,41.52
1.87,29.5
1.38,89.9
1.45,26.9
0.15,26.99
0.4,107.7
0.48,373.4
0.22,49.95
0.34,145.0
0.6,60.0
0.17,19.9
6.05,89.0
0.3,6.35
0.08,19.74
2.6,124.9
0.5,35.9
0.5,599.99
11.4,239.9
8.35,134.9
0.68,74.99
5.95,89.99
0.95,89.0
1.75,49.9
0.8,46.99
5.3,99.0
0.42,339.0
0.57,99.8
2.4,165.0
0.37,229.9
0.6,89.9
3.55,86.6
0.5,76.0
1.17,139.9
1.1,79.9
0.2,13.7
1.0,39.9
0.44,26.89
0.7,15.99
0.1,39.99
0.25,24.99
0.7,53.0
5.3,134.0
1.45,79.99
0.25,55.0
2.65,1200.0
1.5,69.0
0.6,100.0
0.16,28.99
3.4,74.99
3.3,109.9
1.9,220.0
0.5,22.9
1.1,64.98
5.7,49.0
0.22,29.99
0.25,336.0
0.2,49.9
0.18,12.25
0.37,59.99
0.25,189.0
0.48,35.73
0.5,29.99
0.68,90.0
0.15,10.5
1.55,99.99
0.43,98.9
0.8,30.9
0.13,18.9
0.55,117.8
3.3,205.0
2.0,181.0
0.45,59.99
0.35,19.9
3.52,37.88
4.9,229.9
0.18,37.9
0.05,69.9
1.38,93.24
1.55,119.9
0.8,41.1
0.15,49.0
0.35,54.9
0.2,13.2
0.2,18.9
14.9,419.0
3.3,118.9
1.1,71.6
3.5,111.57
0.52,59.99
1.6,135.0
0.65,69.0
0.15,7.0
2.84,179.0
0.18,54.99
0.41,239.8
1.85,119.0
4.55,125.9
0.1,19.9
0.9,69.0
1.82,89.9
4.11,117.3
2.05,103.99
0.35,39.9
0.75,34.9
1.55,99.99
1.7,110.99
0.3,16.9
0.35,66.99
0.85,99.9
0.22,19.5
0.6,140.9
0.35,42.0
1.0,15.9
5.0,174.9
0.95,89.0
0.5,1499.65
8.15,295.0
0.65,42.9
0.5,184.9
1.55,134.99
0.12,69.33
1.6,89.99
0.2,14.9
1.25,129.9
4.65,47.9
0.42,499.99
0.51,168.8
0.6,205.0
4.45,89.9
4.65,209.99
0.15,39.99
6.32,56.7
0.25,64.9
1.4,109.9
0.8,34.47
0.43,119.9
0.21,69.9
0.3,254.9
10.25,290.0
0.22,34.99
0.25,149.0
0.68,16.9
5.85,149.0
1.92,39.99
0.6,44.9
0.41,16.9
0.85,69.99
1.65,59.9
1.5,150.0
0.1,27.99
3.7,47.0
1.8,122.9
0.7,18.99
0.35,39.99
0.6,799.99
2.13,551.0
7.62,229.04
0.15,43.0
1.0,105.0
0.3,22.9
1.05,169.89
5.65,130.0
1.65,72.9
0.25,40.16
0.12,11.89
3.25,126.99
0.55,12.0
0.8,34.9
6.0,1099.0
0.55,29.5
1.82,91.0
1.37,620.1
0.4,51.4
0.3,22.9
10.07,1150.0
0.2,16.0
1.8,104.9
0.45,31.9
0.1,10.99
0.5,349.0
10.8,385.0
0.1,45.0
0.8,14.9
0.65,94.9
10.8,159.9
0.25,55.0
1.05,177.0
0.1,25.9
0.35,62.0
0.15,59.9
0.1,118.9
5.55,100.79
0.6,51.0
0.15,99.9
1.57,119.33
1.1,215.56
0.8,119.99
8.55,198.0
0.8,47.9
0.18,38.9
0.5,27.0
3.7,34.9
10.07,79.99
1.8,135.0
0.2,59.9
3.0,189.9
0.1,38.9
5.7,59.9
0.7,16.46
0.25,14.99
0.2,180.0
0.1,23.6
0.7,169.9
11.85,229.5
0.25,100.0
0.8,39.9
0.15,72.0
0.15,27.9
17.0,119.9
0.2,13.65
0.35,23.9
0.12,79.0
1.52,119.9
0.45,355.9
6.75,169.0
5.2,89.9
0.2,46.0
4.55,167.5
1.65,53.9
9.75,179.96
0.75,35.0
0.1,19.99
0.25,44.99
6.4,169.0
0.43,119.9
0.35,45.95
0.05,8.89
1.0,109.0
0.55,39.0
2.95,45.36
3.6,109.9
1.58,299.99
0.8,45.9
0.58,99.9
0.2,27.3
1.55,49.0
1.0,59.0
0.55,40.0
0.1,17.5
0.2,13.65
0.4,44.9
8.0,199.0
1.4,63.72
1.5,119.99
2.25,119.0
11.45,250.0
1.5,87.85
1.25,125.0
9.2,79.99
1.1,190.0
0.4,129.0
0.45,45.0
11.7,159.94
0.4,129.9
0.55,13.61
4.0,150.0
0.2,30.0
0.12,10.6
3.0,49.0
1.05,99.0
2.05,106.0
0.4,32.9
1.35,109.9
0.25,91.55
0.3,49.0
15.75,2433.6
0.95,59.9
0.6,41.0
3.0,32.99
2.37,139.99
0.2,14.6
0.25,18.99
0.25,104.9
1.6,129.99
0.18,11.55
0.15,100.0
1.1,69.9
0.9,24.99
0.75,89.18
0.45,55.0
6.95,155.0
0.36,20.99
0.7,122.99
13.7,650.0
12.1,790.0
0.4,31.0
0.4,12.7
0.9,99.9
0.82,35.99
0.4,24.99
16.25,79.9
1.5,30.09
0.1,169.97
0.9,89.1
0.2,130.0
0.15,21.9
0.2,9.99
0.5,34.99
0.35,29.99
1.7,129.0
0.3,35.9
0.55,29.99
0.57,32.0
8.35,99.0
0.4,129.0
7.15,45.0
1.0,93.56
2.1,126.99
0.4,98.9
0.3,187.0
0.25,49.0
0.9,69.9
0.45,39.99
11.8,434.0
0.4,107.9
6.65,59.97
0.08,29.0
0.05,139.65
1.0,40.0
11.4,328.9
10.7,169.0
0.42,59.9
0.38,97.8
0.17,89.8
4.8,49.97
0.34,199.0
0.5,27.0
0.25,19.9
7.0,58.9
1.3,179.9
9.48,230.0
0.7,59.9
3.1,47.2
7.7,499.99
0.8,49.92
2.75,159.0
9.72,139.98
0.2,16.9
2.6,169.0
1.32,129.0
1.65,209.0
0.4,61.99
1.4,26.18
10.58,206.0
0.15,49.9
2.45,179.9
0.85,74.9
0.35,16.5
1.05,144.99
0.48,343.4
0.9,349.9
1.15,69.9
0.55,39.0
0.98,131.99
0.1,25.0
0.25,56.99
1.1,71.99
7.3,59.99
13.9,350.0
1.0,243.0
0.49,39.0
0.42,149.99
0.35,32.9
6.15,215.0
0.6,59.9
1.15,48.9
7.1,56.9
0.46,64.99
6.55,179.99
0.2,53.99
1.2,109.9
0.57,112.0
0.6,110.0
0.25,15.99
0.53,177.99
1.75,99.99
0.42,162.5
5.95,143.8
2.9,158.0
0.1,35.0
4.5,138.0
0.18,28.99
1.0,105.0
0.31,98.0
0.17,82.8
6.1,682.98
0.25,69.0
0.45,109.9
0.2,39.0
0.5,1499.99
5.0,169.9
0.35,27.99
5.95,99.0
3.01,78.8
0.1,62.9
0.22,44.99
1.0,89.9
1.35,182.0
0.3,149.0
1.2,35.9
0.17,19.9
0.6,45.9
0.2,129.0
4.95,169.9
0.85,109.9
0.65,298.0
1.2,149.9
0.28,110.9
0.9,69.99
0.5,74.9
0.35,69.0
0.15,17.99
0.4,37.9
6.7,159.0
12.78,79.98
0.15,68.9
4.78,67.9
14.1,1049.0
1.1,14.22
1.0,39.0
0.1,25.99
6.05,89.99
0.42,339.0
2.9,29.99
15.2,99.0
0.15,15.99
0.6,320.0
0.15,29.99
2.2,108.9
4.28,214.0
1.0,45.9
0.65,36.9
0.3,149.0
0.05,13.99
0.1,54.9
0.2,59.99
0.85,119.0
0.6,12.0
0.3,119.9
1.4,84.9
2.3,197.43
0.15,24.5
0.9,179.0
0.15,49.9
0.2,35.0
0.05,19.9
5.85,349.97
0.4,19.9
4.5,79.9
0.9,109.78
0.8,45.9
5.85,79.0
0.25,78.0
0.98,44.88
9.15,45.9
4.27,89.8
1.85,70.0
0.42,69.99
3.15,124.9
0.6,49.9
2.52,194.0
2.45,199.9
0.18,17.99
0.15,19.9
1.9,60.54
0.35,55.0
0.98,35.0
0.4,89.0
0.2,18.9
0.25,49.0
3.65,120.0
0.35,84.99
2.0,99.9
0.95,59.99
0.4,28.9
1.29,140.0
0.7,120.0
1.2,36.99
0.3,259.9
0.15,20.9
1.3,76.9
0.2,39.0
1.1,83.9
1.35,180.9
1.8,85.0
1.15,79.9
9.15,228.0
0.95,69.9
0.35,64.99
2.2,79.9
11.87,399.9
3.12,89.9
0.75,56.97
0.4,49.99
16.13,192.99
0.8,59.99
0.2,29.9
6.04,199.9
10.58,206.0
0.5,1349.0
2.6,126.8
0.9,364.0
0.16,159.9
1.7,149.9
0.5,114.62
1.04,69.9
16.12,146.99
0.2,49.9
0.98,144.99
0.15,34.9
0.15,34.9
0.18,18.9
0.75,34.9
0.2,79.0
0.2,49.0
0.85,38.4
0.3,64.9
0.36,24.9
0.65,104.9
0.75,79.99
0.35,200.0
1.4,48.0
1.3,269.0
0.15,29.99
4.6,173.25
0.5,59.0
6.55,119.0
0.15,56.54
0.95,56.1
0.7,746.0
1.05,34.9
0.32,19.99
4.11,117.3
1.05,144.99
1.2,79.9
0.3,34.9
0.18,74.9
12.7,99.98
2.7,76.0
12.6,108.0
0.3,284.8
0.12,18.99
16.13,179.9
1.3,207.06
5.7,115.0
7.2,98.0
1.2,65.99
0.15,19.9
2.55,75.0
2.9,154.69
0.28,204.9
14.05,169.9
0.65,35.0
0.25,29.9
1.05,99.9
0.2,40.0
1.18,89.0
0.1,12.99
0.52,21.99
0.4,339.0
1.65,49.0
1.04,89.9
1.65,49.0
0.15,29.99
1.2,99.99
1.11,47.65
0.38,115.0
0.55,107.99
0.58,99.99
0.15,12.97
0.75,99.9
0.95,69.9
0.3,39.9
0.18,94.55
2.8,149.0
0.28,29.9
1.5,59.0
25.0,299.0
12.12,289.0
0.15,55.0
0.5,96.9
1.3,114.9
0.4,79.9
0.5,39.9
0.8,45.9
11.95,85.0
1.2,79.99
0.15,19.9
0.25,23.99
1.2,110.0
1.35,150.0
0.4,98.9
0.2,49.99
0.44,227.0
0.41,16.9
0.76,649.0
0.85,99.0
0.6,34.99
0.6,37.84
2.0,84.52
0.18,439.0
11.88,169.99
1.65,119.9
0.2,19.0
0.05,59.99
0.22,24.99
1.6,129.9
0.2,34.99
0.35,66.99
2.6,119.9
0.25,79.95
10.6,69.9
0.21,81.5
0.8,47.9
0.55,99.49
0.7,54.9
0.33,11.0
0.25,49.0
0.85,35.0
0.65,22.0
0.07,12.0
0.1,35.0
0.25,49.99
0.85,29.89
0.25,198.9
0.3,37.9
0.15,29.99
0.25,79.0
2.05,208.9
0.33,82.49
0.25,44.0
12.0,419.9
0.7,47.9
0.95,84.9
2.9,219.99
0.15,20.4
5.85,159.0
6.2,149.9
0.45,49.0
0.33,81.0
0.35,279.9
0.44,138.0
0.15,54.9
0.15,34.99
0.4,48.99
0.1,24.87
1.2,40.0
1.95,75.0
2.42,176.99
4.2,119.9
0.98,119.89
0.37,41.73
0.2,29.0
9.22,45.0
1.25,125.0
0.15,15.0
0.21,67.9
0.1,158.9
3.4,118.9
1.3,174.8
0.2,171.0
1.05,56.99
2.2,89.5
0.3,67.9
1.75,109.9
1.86,119.9
30.0,419.0
1.05,66.55
3.6,159.0
0.29,178.99
0.79,169.9
0.2,63.0
0.7,39.0
1.2,48.9
0.3,66.38
0.4,65.0
0.3,36.9
0.61,35.0
0.15,40.0
18.05,248.99
1.1,64.9
0.3,24.99
0.3,252.0
0.15,54.9
12.85,199.99
0.08,24.0
4.1,89.9
27.15,449.9
0.4,74.99
1.55,149.9
0.34,44.99
0.15,39.9
0.2,64.99
1.95,40.5
1.75,69.9
4.32,269.9
0.2,18.9
1.05,144.99
0.22,90.0
0.65,40.99
8.35,119.9
1.2,262.0
1.8,229.0
4.9,259.99
1.4,42.99
12.6,379.9
0.7,170.0
1.11,49.83
0.15,20.0
0.97,85.0
0.2,110.44
0.6,349.9
0.25,49.0
0.4,69.0
6.2,255.0
0.7,43.99
0.28,169.9
0.6,41.99
0.25,17.9
0.23,34.96
1.15,14.5
1.7,108.9
0.33,99.9
0.16,119.48
0.32,50.0
2.3,155.99
2.25,34.9
0.6,59.9
1.11,53.99
0.25,49.99
0.18,15.75
1.1,215.56
1.1,64.9
0.8,159.99
2.42,166.99
0.1,32.9
2.1,135.9
0.43,52.11
0.15,14.9
2.1,126.99
0.46,69.9
10.7,149.99
5.95,89.99
0.7,122.99
1.4,179.99
1.25,64.99
3.0,51.45
8.75,29.9
1.65,49.9
0.25,99.0
1.25,79.99
0.9,54.9
0.25,28.9
0.6,82.9
0.8,33.9
0.6,175.99
3.45,29.9
1.0,39.9
1.35,110.0
0.2,42.99
1.07,215.45
3.1,196.9
0.82,28.99
6.25,199.0
2.75,99.9
0.18,49.9
0.72,44.99
1.25,99.0
13.65,451.0
1.55,498.9
0.25,34.6
2.1,209.99
1.25,97.9
2.5,99.9
1.75,139.2
0.19,51.5
0.44,118.0
0.55,56.0
0.9,326.8
0.25,117.0
8.75,139.99
0.25,19.9
1.0,35.9
7.15,149.9
1.4,109.9
0.25,17.9
0.9,349.9
0.2,20.3
0.15,22.99
0.25,49.99
0.41,39.7
1.2,103.95
1.8,79.9
0.53,43.9
1.45,104.53
3.55,60.9
16.65,192.97
7.51,119.94
0.58,115.0
20.32,399.99
0.15,23.9
1.0,1399.5
0.4,117.9
11.2,169.9
0.6,419.9
0.4,59.9
0.55,65.9
0.8,319.9
0.05,27.9
0.2,110.32
8.05,295.0
11.83,199.9
0.17,87.8
0.6,45.9
1.58,299.99
0.4,56.99
0.9,29.99
0.59,187.0
12.25,199.9
1.55,49.9
0.35,30.9
0.45,179.0
0.45,57.9
0.62,54.9
1.4,83.9
0.44,148.0
0.5,94.9
0.12,21.99
0.31,103.9
3.25,126.99
0.15,69.5
0.35,56.99
4.9,75.0
7.22,226.95
1.0,59.9
0.49,39.0
0.2,13.65
0.6,25.9
0.2,49.9
0.9,96.99
0.65,53.2
4.5,89.99
0.68,65.9
1.8,129.9
0.8,39.99
0.15,49.9
0.55,38.0
13.8,309.99
12.32,89.98
1.0,77.0
0.5,42.9
0.59,188.0
10.22,139.9
2.6,69.9
0.95,139.0
0.2,19.9
1.95,75.0
0.35,55.08
1.25,1058.0
0.32,394.99
1.05,72.99
2.2,110.0
4.87,138.0
0.35,52.9
0.52,619.0
1.5,32.9
1.04,84.9
1.8,49.9
0.8,44.9
4.3,299.9
0.2,24.9
5.3,326.16
0.2,17.99
0.7,109.0
1.18,134.9
0.13,32.99
1.15,47.99
0.9,349.9
0.75,48.9
0.8,47.9
4.35,78.0
4.92,360.8
0.3,64.9
0.3,90.0
0.53,119.9
0.4,14.95
4.47,99.99
0.5,169.9
0.2,13.3
2.6,125.62
0.3,78.45
0.44,52.65
0.9,34.9
0.2,46.0
0.3,38.9
5.15,929.0
6.32,428.0
0.3,135.0
0.65,45.9
1.25,955.0
1.8,93.99
10.95,79.0
1.9,109.9
0.15,59.99
9.35,195.0
0.2,69.9
0.56,167.92
0.4,49.99
0.05,29.9
10.7,139.0
7.05,45.9
0.5,239.0
1.15,119.9
0.75,69.0
0.7,42.0
0.6,469.0
0.3,67.0
0.4,38.0
1.3,478.7
0.48,172.0
1.2,89.21
0.3,318.98
6.66,190.9
0.75,37.5
0.28,45.9
0.3,27.99
0.68,99.99
0.25,78.0
1.13,68.9
0.1,24.97
0.5,689.99
2.45,124.9
1.4,85.0
2.85,38.4
0.15,29.99
0.3,24.99
1.35,99.9
1.62,49.9
1.1,76.0
1.18,175.99
0.25,79.99
0.25,24.99
0.7,37.9
15.7,259.9
0.2,47.9
2.65,105.0
3.2,115.0
0.35,24.99
0.15,27.9
0.35,127.9
1.5,35.0
0.7,24.75
0.45,174.0
12.28,179.96
0.6,32.28
0.25,49.0
0.05,69.9
0.8,129.9
0.35,29.99
0.22,95.0
0.7,122.99
2.9,169.9
1.6,130.0
0.9,89.9
0.95,59.99
0.15,29.99
0.75,50.0
1.35,149.9
0.6,29.9
0.65,45.9
1.2,148.0
0.45,49.9
1.38,89.9
0.34,118.9
0.25,58.5
0.13,18.9
0.2,119.9
0.28,11.99
0.9,187.68
1.5,53.9
0.4,117.9
0.39,41.99
0.18,47.49
0.5,59.9
0.8,54.4
0.1,10.9
0.25,158.0
0.4,78.0
4.82,99.99
2.6,69.9
1.18,85.9
1.2,99.9
0.55,139.77
2.35,118.74
0.3,64.9
1.04,68.9
0.2,5.9
3.9,209.9
0.05,50.0
0.3,18.9
1.0,44.99
0.3,109.9
0.7,135.0
8.88,99.9
1.65,59.9
0.15,37.99
1.55,49.9
0.2,329.99
0.65,12.67
6.6,52.0
1.5,49.0
30.0,680.0
1.1,199.9
0.15,18.99
3.05,269.9
0.85,239.0
1.05,99.9
1.81,79.99
7.0,58.9
1.3,189.0
0.2,39.0
0.3,395.65
0.5,198.0
1.85,79.0
1.27,58.9
2.35,144.5
0.65,212.4
0.35,149.0
1.85,249.0
3.5,189.0
0.25,49.9
0.55,44.99
6.05,89.0
1.5,129.99
9.4,120.0
0.4,25.0
7.98,59.9
0.5,65.9
6.95,99.0
1.0,52.5
0.46,119.9
2.5,157.0
1.6,144.9
